domain,company,tier,tier_confidence,score_75,score_ceiling,unretrieved_signals,evidence_tier,est_mark,est_retrieval,est_window,est_sentence,est_pain_postings_12m,est_pain_postings_alltime,postings_searched,requisitions_searched,hir_mark,hir_retrieval,hir_window,mdb_mark,mdb_retrieval,mrg_mark,mrg_retrieval,ver_gate,age_gate,scl_gate,acc_gate,cohort,founded_year,employees,ownership_type,latest_round,total_funding,hq,industry,source_islands,notes
pushpay.com,Pushpay,1,FIRM - all four signals retrieved,75.0,75.0,,"A - named pain, sentence on file",EST●,"job-postings pull, 44 domains, 12-month window","qualifying posting 2026-08-08; 4 pain postings in 12m of 4 all-time, across 40 requisitions",r Tech Stack** - Build high-throughput services in .NET 8 (microservices) alongside a battle-tested .NET Framework 4.8 monolith processing billions in giving - Design event-driven pipelines with Kinesis and RabbitMQ that bridge legacy and modern d,4,4,61,40,HIR●,"job-postings pull, 44 domains, recency-windowed","qualifying posting 2026-08-08; 4 pain postings in 12m of 4 all-time, across 40 requisitions",MDB●,MongoDB enrichment: product stack,MRG●,Origami firmographics: POST_IPO_EQUITY,VER◐,AGE?,SCL●,ACC●,B — sponsor mandate,,487,,POST_IPO_EQUITY,100154086,,,roster-31,"margin/sponsor trigger confirmed; **legacy relational co-present**; MongoDB confirmed — **direction unverified, no requisition on file**; `AGE?` Founded Year blank · **re-measured by the 04-09 pull**"
rechargepayments.com,Recharge,UNSCORED,"UNSCOREABLE - ceiling 35, below the Tier 2 line",0.0,35.0,EST;MDB,C - estate never retrieved; category line only,EST?,NOT RETRIEVED,,,,,,,HIR?,Origami search-time Infra/SRE boolean (derived; probe-validated 0/10 false negatives 2026-09-04),"search-time snapshot, no date range",MDB?,NOT RETRIEVED,MRG?,"funding stage only (SERIES_B | 227000000 | 2021-05-06) - capital gate passed by construction, not a margin event",VER?,AGE?,SCL?,ACC?,,2014,527,PRIVATELY_HELD,SERIES_B | 227000000 | 2021-05-06,277000000,"Santa Monica, California, 1507 20th St, Santa Monica, California, United States, North America",software development,c1-fresh-pull-56,
recurly.com,Recurly,UNSCORED,"UNSCOREABLE - ceiling 15, below the Tier 2 line",0.0,15.0,EST;MRG;MDB,C - estate never retrieved; category line only,EST?,NOT RETRIEVED,,,,,,,HIR?,Origami search-time Infra/SRE boolean (derived; probe-validated 0/10 false negatives 2026-09-04),"search-time snapshot, no date range",MDB?,NOT RETRIEVED,MRG?,NOT RETRIEVED,VER?,AGE?,SCL?,ACC?,,2009,1105,PRIVATELY_HELD,,,"Austin, Texas, 4009 Marathon Blvd, Austin, Texas, United States, North America",software development,c1-fresh-pull-56,
relexsolutions.com,RELEX Solutions,3,FIRM - all four signals retrieved,25.0,75.0,,"A - named pain, sentence on file",EST●,"job-postings pull, 44 domains, 12-month window","qualifying posting 2025-11-04; 1 pain postings in 12m of 2 all-time, across 36 requisitions",n infrastructure automation while improving reliability and scalability - Drive next-generation Data Center projects by modernizing private cloud architecture and automating server lifecycle workflows. - Creating and solving Incident and Management ti,1,2,45,36,HIR○,"job-postings pull, 44 domains, recency-windowed","qualifying posting 2025-11-04; 1 pain postings in 12m of 2 all-time, across 36 requisitions",MDB?,job-posting database mentions: Bigquery;Clickhouse;Microsoft Sql Server;Postgres;Postgresql,MRG?,"funding stage only (DEBT_FINANCING) - capital gate passed by construction, not a margin event",VER?,AGE?,SCL?,ACC?,,2005,2474,PRIVATELY_HELD,DEBT_FINANCING,814482906,"Helsinki, Uusimaa, Finland (Europe)",LOGISTICS/MOBILITY/VERTICAL-SAAS,consolidation-19,
rgigroup.com,RGI Group,3,PROVISIONAL - ceiling 60,20.0,60.0,MDB,"B - estate measured, no qualifying sentence",EST?,"job-postings pull, 44 domains, 12-month window",no qualifying posting; 0 postings / 0 requisitions searched,,0,0,0,0,HIR?,"job-postings pull, 44 domains, recency-windowed",no qualifying posting; 0 postings / 0 requisitions searched,MDB?,NOT RETRIEVED,MRG●,Origami firmographics: PRIVATE_EQUITY,VER?,AGE?,SCL?,ACC?,,1987,1000,PRIVATELY_HELD,PRIVATE_EQUITY,0,"Milano, Mi, Italy (Europe)",INSURTECH,consolidation-19,
ridezum.com,Zūm,3,FIRM - all four signals retrieved,20.0,75.0,,"B - estate measured, no qualifying sentence",EST?,"job-postings pull, 44 domains, 12-month window",no qualifying posting; 0 postings / 0 requisitions searched,,0,0,0,0,HIR?,"job-postings pull, 44 domains, recency-windowed",no qualifying posting; 0 postings / 0 requisitions searched,MDB○,MongoDB enrichment: no evidence string,MRG●,Origami firmographics: PRIVATE_EQUITY_ROUND,VER◐,AGE●,SCL●,ACC●,B — sponsor mandate,2015,547,,PRIVATE_EQUITY_ROUND,503579476,"Redwood City, California",,roster-31,margin/sponsor trigger confirmed · **re-measured by the 04-09 pull**
road.io,Road,UNSCORED,"UNSCOREABLE - ceiling 35, below the Tier 2 line",0.0,35.0,EST;MDB,C - estate never retrieved; category line only,EST?,NOT RETRIEVED,,,,,,,HIR?,Origami search-time Infra/SRE boolean (derived; probe-validated 0/10 false negatives 2026-09-04),"search-time snapshot, no date range",MDB?,NOT RETRIEVED,MRG?,"funding stage only (SERIES_B | 21389231 | 2023-05-31) - capital gate passed by construction, not a margin event",VER?,AGE?,SCL?,ACC?,,2017,355,PRIVATELY_HELD,SERIES_B | 21389231 | 2023-05-31,27186205,"Amsterdam-duivendrecht, North Holland, Joan Muyskenweg 37, Amsterdam-duivendrecht, North Holland, Netherlands, Europe",software development,c1-fresh-pull-56,
roller.software,ROLLER,UNSCORED,"UNSCOREABLE - ceiling 35, below the Tier 2 line",20.0,35.0,EST;MDB,C - estate never retrieved; category line only,EST?,NOT RETRIEVED,,,,,,,HIR?,Origami search-time Infra/SRE boolean (derived; probe-validated 0/10 false negatives 2026-09-04),"search-time snapshot, no date range",MDB?,NOT RETRIEVED,MRG●,Origami firmographics: PRIVATE_EQUITY_ROUND | 50000000 | 2025-10-22,VER?,AGE?,SCL?,ACC?,,2010,433,PRIVATELY_HELD,PRIVATE_EQUITY_ROUND | 50000000 | 2025-10-22,130336148,"Austin, Texas, 1401 E 6th St, Suite 501, Austin, Texas, United States, North America",software development,c1-fresh-pull-56,
roofr.com,Roofr,UNSCORED,"UNSCOREABLE - ceiling 15, below the Tier 2 line",0.0,15.0,EST;MRG;MDB,C - estate never retrieved; category line only,EST?,NOT RETRIEVED,,,,,,,HIR?,Origami search-time Infra/SRE boolean (derived; probe-validated 0/10 false negatives 2026-09-04),"search-time snapshot, no date range",MDB?,NOT RETRIEVED,MRG?,NOT RETRIEVED,VER?,AGE?,SCL?,ACC?,,2015,293,PRIVATELY_HELD,,,"San Francisco, California, 221 Kearny St, San Francisco, California, United States, North America",software development,c1-fresh-pull-56,
sayweee.com,Weee!,3,FIRM - all four signals retrieved,10.0,75.0,,"B - estate measured, no qualifying sentence",EST?,"job-postings pull, 44 domains, 12-month window",no qualifying posting; 0 postings / 0 requisitions searched,,0,0,0,0,HIR?,"job-postings pull, 44 domains, recency-windowed",no qualifying posting; 0 postings / 0 requisitions searched,MDB○,MongoDB enrichment: no evidence string,MRG◐,"funding stage only (SERIES_E) - capital gate passed by construction, not a margin event",VER●,AGE●,SCL●,ACC●,"D — watchlist, no trigger",2015,943,,SERIES_E,862750000,"Fremont, California",,roster-31,firmographics only — no trigger · **re-measured by the 04-09 pull**
sensortower.com,Sensor Tower,1,FIRM - all four signals retrieved,75.0,75.0,,"B - estate measured, no qualifying sentence",EST●,"roster hand-read, pre-pull",2026-08-28..2026-08-28 (n=1 postings in repo),,,,,,HIR●,"roster hand-read, pre-pull",2026-08-28..2026-08-28 (n=1 postings in repo),MDB●,MongoDB enrichment: product stack,MRG●,Origami firmographics: private_equity,VER◐,AGE?,SCL◐,ACC●,B — sponsor mandate,,461,,private_equity,46000000,,,roster-31,"**MongoDB present**; named estate pain in an open req; margin/sponsor trigger confirmed; live infra hiring; MongoDB confirmed — direction checked, neutral; `AGE?` Founded Year blank"
shiftkey.com,ShiftKey,3,CANNOT REACH TIER 1 - ceiling 40,25.0,40.0,MRG;MDB,"A - named pain, sentence on file",EST●,"job-postings pull, 44 domains, 12-month window","qualifying posting 2026-04-15; 7 pain postings in 12m of 9 all-time, across 9 requisitions","at standard while executing a migration to a new AWS region. This role blends hands-on maintenance work (reducing tech debt, improving deployments, strengthening observability) with engineering and automation that makes the platform easier to",7,9,10,9,HIR○,"job-postings pull, 44 domains, recency-windowed","qualifying posting 2026-04-15; 7 pain postings in 12m of 9 all-time, across 9 requisitions",MDB?,NOT RETRIEVED,MRG?,NOT RETRIEVED,VER?,AGE?,SCL?,ACC?,,,,,,,,,c1-gated-CHAT-ONLY,
signifyd.com,Signifyd,2,FIRM - all four signals retrieved,50.0,75.0,,"B - estate measured, no qualifying sentence",EST●,"roster hand-read, pre-pull",2026-08-19..2026-08-19 (n=1 postings in repo),,,,,,HIR●,"roster hand-read, pre-pull",2026-08-19..2026-08-19 (n=1 postings in repo),MDB○,MongoDB enrichment: no evidence string,MRG◐,"funding stage only (SERIES_E) - capital gate passed by construction, not a margin event",VER●,AGE●,SCL●,ACC✕,A — hiring trigger,,495,,SERIES_E,409000000,,,roster-31,named estate pain in an open req; live infra hiring; access obstacle flagged
sitly.nl,Sitly,3,CANNOT REACH TIER 1 - ceiling 40,0.0,40.0,MRG;MDB,"B - estate measured, no qualifying sentence",EST?,"job-postings pull, 44 domains, 12-month window",no qualifying posting; 0 postings / 0 requisitions searched,,0,0,0,0,HIR?,"job-postings pull, 44 domains, recency-windowed",no qualifying posting; 0 postings / 0 requisitions searched,MDB?,NOT RETRIEVED,MRG?,NOT RETRIEVED,VER?,AGE?,SCL?,ACC?,,2012,1000,PRIVATELY_HELD,,,"Amsterdam, North Holland, Netherlands (Europe)",MARKETPLACE,consolidation-19,
smart-trade.net,smartTrade Technologies,UNSCORED,"UNSCOREABLE - ceiling 35, below the Tier 2 line",0.0,35.0,EST;MDB,C - estate never retrieved; category line only,EST?,NOT RETRIEVED,,,,,,,HIR?,Origami search-time Infra/SRE boolean (derived; probe-validated 0/10 false negatives 2026-09-04),"search-time snapshot, no date range",MDB?,NOT RETRIEVED,MRG?,"funding stage only (SECONDARY_MARKET | 2025-04-03) - capital gate passed by construction, not a margin event",VER?,AGE?,SCL?,ACC?,,1999,278,PRIVATELY_HELD,SECONDARY_MARKET | 2025-04-03,3150000,"Aix En Provence, Immeuble Apogée, 500 avenue Galilée, Aix En Provence, France, Europe",software development,c1-fresh-pull-56,
snapsheetclaims.com,Snapsheet Inc,UNSCORED,"UNSCOREABLE - ceiling 35, below the Tier 2 line",15.0,35.0,EST;MDB,C - estate never retrieved; category line only,EST?,NOT RETRIEVED,,,,,,,HIR●,Origami search-time Infra/SRE boolean (derived; probe-validated 0/10 false negatives 2026-09-04),"search-time snapshot, no date range",MDB?,NOT RETRIEVED,MRG?,"funding stage only (VENTURE_ROUND | 4999997 | 2023-07-17) - capital gate passed by construction, not a margin event",VER?,AGE?,SCL?,ACC?,,2011,485,PRIVATELY_HELD,VENTURE_ROUND | 4999997 | 2023-07-17,105384815,"Chicago, Illinois, 1 N Dearborn St, Suite 600, Chicago, Illinois, United States, North America",software development,c1-fresh-pull-56,
socure.com,Socure,UNSCORED,"UNSCOREABLE - ceiling 35, below the Tier 2 line",0.0,35.0,EST;MDB,C - estate never retrieved; category line only,EST?,NOT RETRIEVED,,,,,,,HIR?,Origami search-time Infra/SRE boolean (derived; probe-validated 0/10 false negatives 2026-09-04),"search-time snapshot, no date range",MDB?,NOT RETRIEVED,MRG?,"funding stage only (DEBT_FINANCING | 95000000 | 2023-03-08) - capital gate passed by construction, not a margin event",VER?,AGE?,SCL?,ACC?,,2012,544,PRIVATELY_HELD,DEBT_FINANCING | 95000000 | 2023-03-08,744400000,"Incline Village, Nevada, 885 Tahoe Blvd., Suite 1, Incline Village, Nevada, United States, North America",software development,c1-fresh-pull-56,
softgamings.com,SoftGamings,UNSCORED,"UNSCOREABLE - ceiling 15, below the Tier 2 line",0.0,15.0,EST;MRG;MDB,C - estate never retrieved; category line only,EST?,NOT RETRIEVED,,,,,,,HIR?,Origami search-time Infra/SRE boolean (derived; probe-validated 0/10 false negatives 2026-09-04),"search-time snapshot, no date range",MDB?,NOT RETRIEVED,MRG?,NOT RETRIEVED,VER?,AGE?,SCL?,ACC?,,2007,257,PRIVATELY_HELD,,,"Riga, Brivibas iela 155, Riga, Latvia, Europe",software development,c1-fresh-pull-56,
softheon.com,Softheon,UNSCORED,"UNSCOREABLE - ceiling 35, below the Tier 2 line",15.0,35.0,EST;MDB,C - estate never retrieved; category line only,EST?,NOT RETRIEVED,,,,,,,HIR●,Origami search-time Infra/SRE boolean (derived; probe-validated 0/10 false negatives 2026-09-04),"search-time snapshot, no date range",MDB?,NOT RETRIEVED,MRG?,"funding stage only (VENTURE_ROUND | 200000 | 2009-03-14) - capital gate passed by construction, not a margin event",VER?,AGE?,SCL?,ACC?,,2000,238,PRIVATELY_HELD,VENTURE_ROUND | 200000 | 2009-03-14,200000,"Stony Brook, New York, 1500 Stony Brook Road, Stony Brook, New York, United States, North America",software development,c1-fresh-pull-56,
stampli.com,Stampli,UNSCORED,"UNSCOREABLE - ceiling 35, below the Tier 2 line",0.0,35.0,EST;MDB,C - estate never retrieved; category line only,EST?,NOT RETRIEVED,,,,,,,HIR?,Origami search-time Infra/SRE boolean (derived; probe-validated 0/10 false negatives 2026-09-04),"search-time snapshot, no date range",MDB?,NOT RETRIEVED,MRG?,"funding stage only (SERIES_D | 61000000 | 2023-10-03) - capital gate passed by construction, not a margin event",VER?,AGE?,SCL?,ACC?,,2015,301,PRIVATELY_HELD,SERIES_D | 61000000 | 2023-10-03,145700000,"Mountain View, California, 191 Castro St, Mountain View, California, United States, North America",software development,c1-fresh-pull-56,
storable.com,Storable,UNSCORED,"UNSCOREABLE - ceiling 35, below the Tier 2 line",0.0,35.0,EST;MDB,C - estate never retrieved; category line only,EST?,NOT RETRIEVED,,,,,,,HIR?,Origami search-time Infra/SRE boolean (derived; probe-validated 0/10 false negatives 2026-09-04),"search-time snapshot, no date range",MDB?,NOT RETRIEVED,MRG?,"funding stage only (VENTURE_ROUND | 10000000 | 2014-02-24) - capital gate passed by construction, not a margin event",VER?,AGE?,SCL?,ACC?,,2008,917,PARTNERSHIP,VENTURE_ROUND | 10000000 | 2014-02-24,10000000,"Austin, Texas, 11000 N Mopac Expy, #300, Austin, Texas, United States, North America",software development,c1-fresh-pull-56,
sureapp.com,Sure,3,FIRM - all four signals retrieved,10.0,75.0,,"B - estate measured, no qualifying sentence",EST?,"job-postings pull, 44 domains, 12-month window",no qualifying posting; 0 postings / 0 requisitions searched,,0,0,0,0,HIR?,"job-postings pull, 44 domains, recency-windowed",no qualifying posting; 0 postings / 0 requisitions searched,MDB?,MongoDB enrichment: no evidence string,MRG◐,"funding stage only (SERIES_C) - capital gate passed by construction, not a margin event",VER●,AGE?,SCL●,ACC●,"D — watchlist, no trigger",,463,,SERIES_C,123100000,,,roster-31,firmographics only — no trigger; **MongoDB UNKNOWN — detector returned no primary database**; `AGE?` Founded Year blank · **re-measured by the 04-09 pull**
suvoda.com,Suvoda,UNSCORED,"UNSCOREABLE - ceiling 35, below the Tier 2 line",0.0,35.0,EST;MDB,C - estate never retrieved; category line only,EST?,NOT RETRIEVED,,,,,,,HIR?,Origami search-time Infra/SRE boolean (derived; probe-validated 0/10 false negatives 2026-09-04),"search-time snapshot, no date range",MDB?,NOT RETRIEVED,MRG?,"funding stage only (VENTURE_ROUND | 40000000 | 2019-12-05) - capital gate passed by construction, not a margin event",VER?,AGE?,SCL?,ACC?,,2013,1277,PRIVATELY_HELD,VENTURE_ROUND | 40000000 | 2019-12-05,40000000,"Conshohocken, Pennsylvania, 6 Tower Bridge, 181 Washington Street, Suite 100, Conshohocken, Pennsylvania, United States, North America",software development,c1-fresh-pull-56,
tabit.cloud,Tabit.cloud,UNSCORED,"UNSCOREABLE - ceiling 15, below the Tier 2 line",0.0,15.0,EST;MRG;MDB,C - estate never retrieved; category line only,EST?,NOT RETRIEVED,,,,,,,HIR?,Origami search-time Infra/SRE boolean (derived; probe-validated 0/10 false negatives 2026-09-04),"search-time snapshot, no date range",MDB?,NOT RETRIEVED,MRG?,NOT RETRIEVED,VER?,AGE?,SCL?,ACC?,,2014,247,PRIVATELY_HELD,,,"Aventura, Florida, 19495 Biscayne Blvd, Aventura, Florida, United States, North America",software development,c1-fresh-pull-56,
teacherspayteachers.com,Teachers Pay Teachers,3,PROVISIONAL - ceiling 60,20.0,60.0,MDB,"B - estate measured, no qualifying sentence",EST⊗,w1 correction 2026-09-04 - 0926-est-hir-results-44-dated.csv,12 months to 2026-09-03,,0,0,4,4,HIR○,"job-postings pull, 44 domains, recency-windowed",no qualifying posting; 4 postings / 4 requisitions searched,MDB?,NOT RETRIEVED,MRG●,Origami firmographics: PRIVATE_EQUITY_ROUND,VER?,AGE?,SCL?,ACC?,,2006,4310,PRIVATELY_HELD,PRIVATE_EQUITY_ROUND,64000000,"New York, New York, United States (North America)",VERTICAL-SAAS,consolidation-19;w1-corrections,Dated re-run downgraded to thin evidence
tekmetric.com,Tekmetric,UNSCORED,"UNSCOREABLE - ceiling 35, below the Tier 2 line",20.0,35.0,EST;MDB,C - estate never retrieved; category line only,EST?,NOT RETRIEVED,,,,,,,HIR?,Origami search-time Infra/SRE boolean (derived; probe-validated 0/10 false negatives 2026-09-04),"search-time snapshot, no date range",MDB?,NOT RETRIEVED,MRG●,Origami firmographics: PRIVATE_EQUITY_ROUND | 2022-03-16,VER?,AGE?,SCL?,ACC?,,2015,321,PRIVATELY_HELD,PRIVATE_EQUITY_ROUND | 2022-03-16,1640000,"Houston, Texas, 730 Town and Country Blvd, Suite 300, Houston, Texas, United States, North America",software development,c1-fresh-pull-56,
tispayments.com,TIS (Treasury Intelligence Solutions),UNSCORED,"UNSCOREABLE - ceiling 35, below the Tier 2 line",0.0,35.0,EST;MDB,C - estate never retrieved; category line only,EST?,NOT RETRIEVED,,,,,,,HIR?,Origami search-time Infra/SRE boolean (derived; probe-validated 0/10 false negatives 2026-09-04),"search-time snapshot, no date range",MDB?,NOT RETRIEVED,MRG?,"funding stage only (DEBT_FINANCING | 53486290 | 2022-06-07) - capital gate passed by construction, not a margin event",VER?,AGE?,SCL?,ACC?,,2010,265,PRIVATELY_HELD,DEBT_FINANCING | 53486290 | 2022-06-07,94595660,"Berlin, Brandenburg, Charlottenstraße 17, Berlin, Brandenburg, Germany, Europe",software development,c1-fresh-pull-56,
tryotter.com,Otter,UNSCORED,"UNSCOREABLE - ceiling 15, below the Tier 2 line",0.0,15.0,EST;MRG;MDB,C - estate never retrieved; category line only,EST?,NOT RETRIEVED,,,,,,,HIR?,Origami search-time Infra/SRE boolean (derived; probe-validated 0/10 false negatives 2026-09-04),"search-time snapshot, no date range",MDB?,NOT RETRIEVED,MRG?,NOT RETRIEVED,VER?,AGE?,SCL?,ACC?,,,513,PRIVATELY_HELD,,,"Los Angeles, Los Angeles, United States, North America",software development,c1-fresh-pull-56,
turno.com,Turno,UNSCORED,"UNSCOREABLE - ceiling 35, below the Tier 2 line",0.0,35.0,EST;MDB,C - estate never retrieved; category line only,EST?,NOT RETRIEVED,,,,,,,HIR?,Origami search-time Infra/SRE boolean (derived; probe-validated 0/10 false negatives 2026-09-04),"search-time snapshot, no date range",MDB?,NOT RETRIEVED,MRG?,"funding stage only (SERIES_A | 4500000 | 2021-08-16) - capital gate passed by construction, not a margin event",VER?,AGE?,SCL?,ACC?,,2016,213,PRIVATELY_HELD,SERIES_A | 4500000 | 2021-08-16,4500000,"Honolulu, Hawaii, Honolulu, Hawaii, United States, North America",software development,c1-fresh-pull-56,
tyfone.com,"Tyfone, Inc.",UNSCORED,"UNSCOREABLE - ceiling 35, below the Tier 2 line",0.0,35.0,EST;MDB,C - estate never retrieved; category line only,EST?,NOT RETRIEVED,,,,,,,HIR?,Origami search-time Infra/SRE boolean (derived; probe-validated 0/10 false negatives 2026-09-04),"search-time snapshot, no date range",MDB?,NOT RETRIEVED,MRG?,"funding stage only (VENTURE_ROUND | 25000000 | 2023-04-20) - capital gate passed by construction, not a margin event",VER?,AGE?,SCL?,ACC?,,2004,272,PRIVATELY_HELD,VENTURE_ROUND | 25000000 | 2023-04-20,38700000,"Portland, Oregon, 5331 S Macadam, Suite 251, Portland, Oregon, United States, North America",software development,c1-fresh-pull-56,
vagaro.com,Vagaro,UNSCORED,"UNSCOREABLE - ceiling 35, below the Tier 2 line",20.0,35.0,EST;MDB,C - estate never retrieved; category line only,EST?,NOT RETRIEVED,,,,,,,HIR?,Origami search-time Infra/SRE boolean (derived; probe-validated 0/10 false negatives 2026-09-04),"search-time snapshot, no date range",MDB?,NOT RETRIEVED,MRG●,Origami firmographics: PRIVATE_EQUITY_ROUND | 100000000 | 2021-11-02,VER?,AGE?,SCL?,ACC?,,2009,714,PRIVATELY_HELD,PRIVATE_EQUITY_ROUND | 100000000 | 2021-11-02,163000000,"Pleasanton, California, 4430 Rosewood Dr, Suite 500, Pleasanton, California, United States, North America",software development,c1-fresh-pull-56,
vinted.com,Vinted,3,CANNOT REACH TIER 1 - ceiling 55,15.0,55.0,MRG,"B - estate measured, no qualifying sentence",EST○,w1 correction 2026-09-04 - 0926-est-hir-results-44-dated.csv,12 months to 2026-09-03,,0,0,108,67,HIR●,"job-postings pull, 44 domains, recency-windowed",no qualifying posting; 108 postings / 67 requisitions searched,MDB?,job-posting database mentions: Cassandra;Elasticsearch;Mysql;Postgres;Postgresql;Redis,MRG?,NOT RETRIEVED,VER?,AGE?,SCL?,ACC?,,,,,,,,,c1-gated-CHAT-ONLY;w1-corrections,0 pain postings in 12m AND 0 all-time across 67 distinct requisitions from 108 postings. Strongest measured absence in the dataset. Prior EST● came from the superseded undated file where the match was tagged [reliability/toil] boilerplate.
wallapop.com,Wallapop,2,FIRM - all four signals retrieved,50.0,75.0,,"B - estate measured, no qualifying sentence",EST●,"job-postings pull, 44 domains, 12-month window",no qualifying posting; 3 postings / 1 requisitions searched,,0,0,3,1,HIR●,"job-postings pull, 44 domains, recency-windowed",no qualifying posting; 3 postings / 1 requisitions searched,MDB○,MongoDB enrichment: no evidence string,MRG◐,"funding stage only (SERIES_G) - capital gate passed by construction, not a margin event",VER●,AGE?,SCL●,ACC●,"D — watchlist, no trigger",,473,,SERIES_G,302182042,,,roster-31,firmographics only — no trigger; `AGE?` Founded Year blank · **re-measured by the 04-09 pull**
wibmo.co,Wibmo,UNSCORED,"UNSCOREABLE - ceiling 35, below the Tier 2 line",0.0,35.0,EST;MDB,C - estate never retrieved; category line only,EST?,NOT RETRIEVED,,,,,,,HIR?,Origami search-time Infra/SRE boolean (derived; probe-validated 0/10 false negatives 2026-09-04),"search-time snapshot, no date range",MDB?,NOT RETRIEVED,MRG?,"funding stage only (SERIES_A | 2009-01-01) - capital gate passed by construction, not a margin event",VER?,AGE?,SCL?,ACC?,,1999,377,PRIVATELY_HELD,SERIES_A | 2009-01-01,0,"Cupertino, California, 19925, Stevens Creek Blvd., Suite 100, Cupertino, California, United States, North America",software development,c1-fresh-pull-56,
workrise.com,Workrise (now RigUp),3,FIRM - all four signals retrieved,27.5,75.0,,"B - estate measured, no qualifying sentence",EST○,"job-postings pull, 44 domains, 12-month window",no qualifying posting; 15 postings / 13 requisitions searched,,0,0,15,13,HIR○,"job-postings pull, 44 domains, recency-windowed",no qualifying posting; 15 postings / 13 requisitions searched,MDB◑,MongoDB enrichment: job postings only,MRG●,"funding stage only (SERIES_E) - capital gate passed by construction, not a margin event",VER◐,AGE?,SCL●,ACC●,E — efficiency mandate,,495,,SERIES_E,752499542,,,roster-31,"margin/sponsor trigger confirmed; *job-posting evidence only*; `AGE?` Founded Year blank; **`MDB◑` — MongoDB appears only as one slug in a 314-entry job-advert aggregate; the product-stack detector returned nothing. Half credit, and direction is unknowable from this source** · **re-measured by the 04-09 pull**"
zeta.tech,Zeta,3,FIRM - all four signals retrieved,25.0,75.0,,"B - estate measured, no qualifying sentence",EST○,"job-postings pull, 44 domains, 12-month window","qualifying posting 2026-02-13; 1 pain postings in 12m of 1 all-time, across 6 requisitions","tartup (& a unicorn!) founded in 2015 by two visionary leaders Bhavin Turakhia & Ramki Gaddipati, whose entrepreneurial legacy & excellence has put us on top of the global fintech ecosystem. Zeta counts amongst its customers, over 10 banks and 25",1,1,6,6,HIR○,"job-postings pull, 44 domains, recency-windowed","qualifying posting 2026-02-13; 1 pain postings in 12m of 1 all-time, across 6 requisitions",MDB●,MongoDB enrichment: product stack,MRG◐,"funding stage only (SERIES_D) - capital gate passed by construction, not a margin event",VER●,AGE●,SCL●,ACC●,"D — watchlist, no trigger",2015,2225,,SERIES_D,390000000,"San Francisco, California",,roster-31,"firmographics only — no trigger; **legacy relational co-present**; MongoDB confirmed — **direction unverified, no requisition on file** · **`EST○` — the sole match was *""entrepreneurial legacy & excellence""*: heritage, not a legacy system. Spurious, dropped 2026-09-04**"
zinnia.com,Zinnia,3,FIRM - all four signals retrieved,25.0,75.0,,"A - named pain, sentence on file",EST●,"job-postings pull, 44 domains, 12-month window","qualifying posting 2026-01-09; 2 pain postings in 12m of 2 all-time, across 28 requisitions","cient platforms. The ideal candidate will have deep hands-on knowledge of AWS architecture, infrastructure-as-code, and cloud cost management, as well as strong problem-solving skills to resolve complex technical challenges. **WHAT YOU'LL DO:** - P",2,2,42,28,HIR○,"job-postings pull, 44 domains, recency-windowed","qualifying posting 2026-01-09; 2 pain postings in 12m of 2 all-time, across 28 requisitions",MDB?,job-posting database mentions: Atlas;Elasticsearch;Mongodb;Mysql;Oracle;Postgres;Postgresql;Redis;Snowflake,MRG?,"funding stage only (DEBT_FINANCING) - capital gate passed by construction, not a margin event",VER?,AGE?,SCL?,ACC?,,2005,2451,PRIVATELY_HELD,DEBT_FINANCING,300000000,"Greenwich, Connecticut, United States (North America)",INSURTECH,consolidation-19,
zuora.com,Zuora,2,FIRM - all four signals retrieved,50.0,75.0,,"B - estate measured, no qualifying sentence",EST⊘,"job-postings pull, 44 domains, 12-month window","qualifying posting 2026-08-01; 14 pain postings in 12m of 18 all-time, across 38 requisitions","mplement best practices for logging, metrics, tracing, and alerting across distributed systems. - Drive initiatives for cost optimization, performance tuning, and system hardening. - Participate in on-call rotations and incident management. Your experience",14,18,52,38,HIR●,"job-postings pull, 44 domains, recency-windowed","qualifying posting 2026-08-01; 14 pain postings in 12m of 18 all-time, across 38 requisitions",MDB●,MongoDB enrichment: product stack,MRG●,Origami firmographics: PRIVATE_EQUITY_ROUND,VER◐,AGE●,SCL●,ACC●,C — re-score as M1,2007,1630,,PRIVATE_EQUITY_ROUND,647500000,,,roster-31,"margin/sponsor trigger confirmed; **legacy relational co-present**; MongoDB confirmed — **direction unverified, no requisition on file** · **`EST⊘` stale — estate language exists but predates the 12-month window**"
zuper.co,Zuper,UNSCORED,"UNSCOREABLE - ceiling 35, below the Tier 2 line",0.0,35.0,EST;MDB,C - estate never retrieved; category line only,EST?,NOT RETRIEVED,,,,,,,HIR?,Origami search-time Infra/SRE boolean (derived; probe-validated 0/10 false negatives 2026-09-04),"search-time snapshot, no date range",MDB?,NOT RETRIEVED,MRG?,"funding stage only (SERIES_B | 32000000 | 2023-12-13) - capital gate passed by construction, not a margin event",VER?,AGE?,SCL?,ACC?,,2016,293,PRIVATELY_HELD,SERIES_B | 32000000 | 2023-12-13,46100000,"Seattle, Washington, Seattle, Washington, United States, North America",software development,c1-fresh-pull-56,
